Date,1 Mo,2 Mo,3 Mo,4 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
1993-06-09,3.1926,3.1926,3.1926,3.2277,3.37,3.6223,4.3076,4.7017,5.4121,5.8477,6.2578,7.0049,7.5806
1993-06-10,3.1926,3.1926,3.1926,3.2251,3.36,3.6224,4.3076,4.7017,5.4232,5.8467,6.2571,7.0149,7.6021
1993-06-11,3.1322,3.1322,3.1322,3.1609,3.28,3.512,4.1663,4.5602,5.3027,5.7369,6.1584,6.9314,7.5288
1993-06-14,3.1422,3.1422,3.1422,3.1689,3.28,3.5019,4.1459,4.5504,5.2817,5.7278,6.1619,6.9466,7.5495
1993-06-15,3.1322,3.1322,3.1322,3.1541,3.25,3.482,4.1259,4.5198,5.273,5.7187,6.1526,6.9678,7.6039
1993-06-16,3.1221,3.1221,3.1221,3.1464,3.25,3.4719,4.1055,4.4994,5.2637,5.721,6.1542,6.9584,7.5827
1993-06-17,3.112,3.112,3.112,3.1364,3.24,3.4619,4.0955,4.4999,5.2529,5.6983,6.1189,6.9408,7.5923
1993-06-18,3.1422,3.1422,3.1422,3.1684,3.28,3.5221,4.1763,4.5597,5.3135,5.7476,6.1562,6.9483,7.5742
1993-06-21,3.1826,3.1826,3.1826,3.1998,3.28,3.5221,4.1763,4.5386,5.2814,5.6919,6.1011,6.9014,7.5358
1993-06-22,3.1725,3.1725,3.1725,3.1898,3.27,3.5121,4.1663,4.5391,5.2927,5.7029,6.0863,6.8921,7.5502
1993-06-23,3.2027,3.2027,3.2027,3.2243,3.32,3.5621,4.2164,4.5683,5.2785,5.7132,6.0836,6.877,7.5303
1993-06-24,3.1826,3.1826,3.1826,3.2042,3.3,3.5421,4.1655,4.5175,5.2384,5.6727,6.0555,6.8489,7.4931
1993-06-25,3.1624,3.1624,3.1624,3.1844,3.28,3.5019,4.1151,4.4775,5.2089,5.6309,6.0136,6.8146,7.4678
1993-06-28,3.1221,3.1221,3.1221,3.1416,3.23,3.4721,4.0747,4.4371,5.1572,5.5909,5.9728,6.7709,7.4211
1993-06-29,3.112,3.112,3.112,3.1294,3.21,3.4521,4.0444,4.3962,5.1273,5.5724,5.9666,6.7757,7.43
1993-06-30,3.112,3.112,3.112,3.1317,3.22,3.452,4.0444,4.4173,5.1261,5.5834,5.9774,6.787,7.442
1993-07-01,3.0717,3.0717,3.0717,3.0939,3.19,3.4119,4.0042,4.3981,5.1174,5.5861,5.9795,6.7986,7.465
1993-07-02,3.0314,3.0314,3.0314,3.0543,3.15,3.3416,3.9442,4.3378,5.0566,5.5484,5.9406,6.7764,7.4631
1993-07-06,3.1322,3.1322,3.1322,3.148,3.22,3.4217,4.0142,4.4081,5.1166,5.5973,5.9776,6.7842,7.4454
1993-07-07,3.1221,3.1221,3.1221,3.1354,3.2,3.432,4.0141,4.408,5.1165,5.5972,5.9775,6.7842,7.4454
1993-07-08,3.1019,3.1019,3.1019,3.122,3.21,3.4218,4.0142,4.3765,5.0963,5.5768,5.9569,6.7621,7.4219
1993-07-09,3.1019,3.1019,3.1019,3.1222,3.21,3.4117,3.9939,4.3668,5.0752,5.5439,5.9371,6.7436,7.3956
1993-07-12,3.112,3.112,3.112,3.1327,3.22,3.4015,4.0043,4.356,5.0757,5.5324,5.9259,6.7218,7.3617
1993-07-13,3.1221,3.1221,3.1221,3.1471,3.25,3.4416,4.0548,4.417,5.1039,5.5497,5.9569,6.727,7.3294
1993-07-14,3.0919,3.0919,3.0919,3.1172,3.22,3.4015,3.9838,4.3461,5.0544,5.4877,5.8944,6.6609,7.2595
1993-07-15,3.0919,3.0919,3.0919,3.1196,3.23,3.4115,4.0041,4.3664,5.0638,5.4855,5.8928,6.6497,7.2376
1993-07-16,3.0919,3.0919,3.0919,3.1196,3.23,3.4115,4.0041,4.3664,5.0637,5.4737,5.8813,6.6379,7.2254
1993-07-19,3.1322,3.1322,3.1322,3.1528,3.24,3.4215,4.0039,4.3768,5.074,5.484,5.8788,6.6338,7.2269
1993-07-20,3.1422,3.1422,3.1422,3.1693,3.28,3.4817,4.1052,4.4465,5.1556,5.5306,5.9143,6.6412,7.21
1993-07-21,3.1523,3.1523,3.1523,3.1787,3.29,3.522,4.166,4.5178,5.2495,5.648,5.9929,6.7078,7.2881
1993-07-22,3.1725,3.1725,3.1725,3.2048,3.34,3.6124,4.2359,4.6196,5.3186,5.7181,6.0638,6.7435,7.2834
1993-07-23,3.1725,3.1725,3.1725,3.2046,3.34,3.6225,4.2665,4.6502,5.3605,5.7837,6.1159,6.8054,7.3653
1993-07-26,3.1826,3.1826,3.1826,3.2105,3.33,3.5923,4.2364,4.6094,5.3306,5.7416,6.0996,6.7819,7.3172
1993-07-27,3.1826,3.1826,3.1826,3.2176,3.36,3.6123,4.2666,4.6186,5.3402,5.7395,6.0852,6.7757,7.3278
1993-07-28,3.1624,3.1624,3.1624,3.1975,3.34,3.5922,4.226,4.5991,5.3091,5.6966,6.0682,6.7616,7.3009
1993-07-29,3.1019,3.1019,3.1019,3.1377,3.28,3.512,4.1354,4.4873,5.2076,5.5827,5.9794,6.6709,7.1947
1993-07-30,3.112,3.112,3.112,3.1449,3.28,3.5322,4.1453,4.5288,5.2379,5.6132,5.9973,6.6686,7.1775
1993-08-02,3.1826,3.1826,3.1826,3.2158,3.35,3.5821,4.2057,4.5788,5.2775,5.665,6.0107,6.6487,7.1427
1993-08-03,3.1624,3.1624,3.1624,3.1931,3.32,3.5621,4.1857,4.5798,5.2669,5.6191,5.9914,6.6226,7.0955
1993-08-04,3.1624,3.1624,3.1624,3.1929,3.32,3.5722,4.1752,4.58,5.2781,5.6538,6.0381,6.6414,7.0806
1993-08-05,3.1322,3.1322,3.1322,3.1653,3.3,3.5421,4.1348,4.529,5.2601,5.6351,6.0317,6.635,7.0691
1993-08-06,3.1221,3.1221,3.1221,3.1529,3.28,3.5221,4.1044,4.5092,5.2401,5.6386,6.0342,6.6366,7.0702
1993-08-09,3.1221,3.1221,3.1221,3.1487,3.26,3.4819,4.0745,4.4791,5.1986,5.597,5.9923,6.5729,6.9856
1993-08-10,3.112,3.112,3.112,3.1428,3.27,3.5121,4.1149,4.509,5.2178,5.6048,5.9879,6.5484,6.9462
1993-08-11,3.1019,3.1019,3.1019,3.1302,3.25,3.5022,4.1152,4.4987,5.2074,5.5705,5.9033,6.5158,6.9896
1993-08-12,3.0919,3.0919,3.0919,3.1181,3.23,3.4721,4.0748,4.4582,5.2109,5.585,5.9293,6.4554,6.8347
1993-08-13,3.1019,3.1019,3.1019,3.1243,3.22,3.4318,4.014,4.408,5.16,5.5221,5.8792,6.4339,6.8362
1993-08-16,3.112,3.112,3.112,3.1299,3.21,3.4218,3.9937,4.3772,5.129,5.4676,5.8379,6.3927,6.7899
1993-08-17,3.0919,3.0919,3.0919,3.114,3.21,3.4319,4.0346,4.4179,5.148,5.4987,5.8563,6.3915,6.7744
1993-08-18,3.0616,3.0616,3.0616,3.0861,3.19,3.4119,3.994,4.3879,5.1176,5.48,5.8495,6.3456,6.6875
1993-08-19,3.0616,3.0616,3.0616,3.0891,3.2,3.3916,3.943,4.316,5.0457,5.4313,5.7997,6.2933,6.6333
1993-08-20,3.0717,3.0717,3.0717,3.0968,3.2,3.3916,3.943,4.316,5.0345,5.3851,5.7674,6.3009,6.6734
1993-08-23,3.0919,3.0919,3.0919,3.1146,3.21,3.4016,3.9838,4.3251,5.055,5.3822,5.7526,6.2954,6.681
1993-08-24,3.0616,3.0616,3.0616,3.0847,3.18,3.3615,3.9026,4.265,4.9722,5.3111,5.6935,6.2733,6.6901
1993-08-25,3.0516,3.0516,3.0516,3.0772,3.18,3.3514,3.8618,4.2243,4.9313,5.27,5.6648,6.2539,6.6751
1993-08-26,3.0717,3.0717,3.0717,3.0955,3.19,3.3413,3.8312,4.1832,4.8463,5.1971,5.5661,6.1496,6.5755
1993-08-27,3.1019,3.1019,3.1019,3.1229,3.21,3.3814,3.8816,4.2232,4.8976,5.2253,5.6332,6.2035,6.602
1993-08-30,3.0919,3.0919,3.0919,3.1107,3.19,3.3513,3.872,4.2029,4.8445,5.1958,5.5904,6.1868,6.6151
1993-08-31,3.0919,3.0919,3.0919,3.1151,3.21,3.3814,3.8919,4.2229,4.8646,5.2044,5.5994,6.1582,6.5501
1993-09-01,3.0919,3.0919,3.0919,3.1105,3.19,3.3614,3.8923,4.2337,4.8752,5.215,5.61,6.1594,6.5426
1993-09-02,3.0616,3.0616,3.0616,3.0852,3.18,3.3413,3.8415,4.1829,4.8243,5.1871,5.5557,6.1008,6.4891
1993-09-03,3.0113,3.0113,3.0113,3.0334,3.12,3.2511,3.7204,4.0618,4.7133,5.1101,5.4516,5.9987,6.3998
1993-09-07,3.0213,3.0213,3.0213,3.0408,3.12,3.2611,3.71,4.0304,4.6603,5.0571,5.3612,5.9104,6.3319
1993-09-08,3.0314,3.0314,3.0314,3.0548,3.15,3.3214,3.7907,4.0902,4.6879,5.0508,5.3564,5.8893,6.2927
1993-09-09,3.0516,3.0516,3.0516,3.0767,3.18,3.3716,3.8921,4.202,4.8001,5.152,5.4836,6.0057,6.3862
1993-09-10,3.0314,3.0314,3.0314,3.0548,3.15,3.3214,3.8112,4.1316,4.7292,5.1038,5.4217,5.9304,6.3033
1993-09-13,3.0516,3.0516,3.0516,3.0726,3.16,3.3314,3.8315,4.1518,4.7168,5.0802,5.3862,5.8935,6.2701
1993-09-14,3.0616,3.0616,3.0616,3.0836,3.18,3.412,3.9221,4.2531,4.8295,5.2166,5.4975,6.0049,6.3944
1993-09-15,3.0314,3.0314,3.0314,3.0557,3.16,3.392,3.902,4.212,4.8106,5.2439,5.5231,6.0384,6.4374
1993-09-16,3.0213,3.0213,3.0213,3.0479,3.16,3.392,3.8918,4.2123,4.7997,5.2214,5.5011,6.0434,6.4714
1993-09-17,3.0213,3.0213,3.0213,3.0505,3.17,3.3919,3.902,4.212,4.8104,5.2088,5.5143,6.0794,6.5172
1993-09-20,3.0113,3.0113,3.0113,3.0397,3.16,3.4121,3.9324,4.2529,4.8513,5.2266,5.5581,6.1288,6.5587
1993-09-21,2.9911,2.9911,2.9911,3.0198,3.14,3.382,3.9125,4.2329,4.8643,5.2974,5.6143,6.1924,6.6379
1993-09-22,2.9911,2.9911,2.9911,3.0221,3.15,3.392,3.9123,4.2433,4.8744,5.2725,5.5904,6.1502,6.5757
1993-09-23,3.0012,3.0012,3.0012,3.0299,3.15,3.392,3.8816,4.2442,4.8638,5.2503,5.5559,6.1041,6.5238
1993-09-24,3.0012,3.0012,3.0012,3.0299,3.15,3.392,3.9123,4.2433,4.8742,5.2373,5.5562,6.1067,6.5219
1993-09-27,2.971,2.971,2.971,2.9956,3.1,3.3218,3.8216,4.1419,4.7504,5.1017,5.4329,6.0082,6.4432
1993-09-28,2.971,2.971,2.971,3.0007,3.12,3.3217,3.801,4.132,4.7293,5.0691,5.4131,5.9802,6.4005
1993-09-29,3.0012,3.0012,3.0012,3.0306,3.15,3.3618,3.8515,4.2139,4.8002,5.1172,5.4876,6.0514,6.4572
1993-09-30,2.9911,2.9911,2.9911,3.0171,3.13,3.3922,3.9022,4.2646,4.8513,5.2033,5.5354,6.0873,6.4976
1993-10-01,2.9911,2.9911,2.9911,3.013,3.11,3.352,3.8517,4.2036,4.7791,5.1195,5.4781,6.5682,6.0657
1993-10-04,3.0314,3.0314,3.0314,3.0592,3.17,3.3515,3.8618,4.1822,4.7691,5.1326,5.4779,6.5363,6.1097
1993-10-05,3.0717,3.0717,3.0717,3.0971,3.2,3.3815,3.8714,4.2024,4.7785,5.1422,5.4877,6.5633,6.1329
1993-10-06,3.0516,3.0516,3.0516,3.0796,3.19,3.3614,3.8615,4.182,4.7582,5.1451,5.4898,6.5647,6.1337
1993-10-07,3.0616,3.0616,3.0616,3.0824,3.17,3.3515,3.8413,4.1723,4.7483,5.1466,5.4657,6.5584,6.1498
1993-10-08,3.0616,3.0616,3.0616,3.0803,3.16,3.3314,3.7905,4.111,4.665,5.0517,5.396,6.4491,6.0518
1993-10-12,3.1322,3.1322,3.1322,3.1467,3.21,3.3613,3.8307,4.1304,4.6957,5.0593,5.4043,6.4425,6.0481
1993-10-13,3.112,3.112,3.112,3.1286,3.2,3.3613,3.8512,4.1298,4.6954,5.0706,5.4029,6.4585,6.0379
1993-10-14,3.0919,3.0919,3.0919,3.1081,3.18,3.3615,3.8308,4.1094,4.664,5.0161,5.3614,6.3976,5.9607
1993-10-15,3.0919,3.0919,3.0919,3.1083,3.18,3.3514,3.8207,4.0784,4.6222,4.9859,5.3182,6.3055,5.8586
1993-10-18,3.1422,3.1422,3.1422,3.1588,3.23,3.3914,3.8506,4.1608,4.7153,5.0791,5.3992,6.3925,5.9164
1993-10-19,3.1422,3.1422,3.1422,3.1613,3.24,3.3913,3.871,4.1602,4.715,5.0904,5.3978,6.3764,5.926
1993-10-20,3.1221,3.1221,3.1221,3.1409,3.22,3.3814,3.8713,4.1499,4.6938,5.0694,5.3893,6.3659,5.8937
1993-10-21,3.1322,3.1322,3.1322,3.1559,3.25,3.4013,3.9016,4.2117,4.7773,5.1645,5.4843,6.4656,5.9848
1993-10-22,3.1221,3.1221,3.1221,3.1476,3.25,3.4215,3.9217,4.2528,4.8186,5.2526,5.5586,6.5443,6.0333
1993-10-25,3.1523,3.1523,3.1523,3.1778,3.28,3.4515,3.9621,4.2827,4.8817,5.3156,5.609,6.5827,6.0703
1993-10-26,3.1725,3.1725,3.1725,3.1959,3.29,3.4514,3.9416,4.2728,4.8496,5.272,5.5658,6.5539,6.0656
1993-10-27,3.1624,3.1624,3.1624,3.1876,3.29,3.4716,4.0026,4.3022,4.8796,5.2905,5.5724,6.5633,6.0517
1993-10-28,3.1221,3.1221,3.1221,3.1542,3.28,3.4716,3.9822,4.3134,4.8902,5.266,5.5362,6.5117,6.0302
1993-10-29,3.112,3.112,3.112,3.1465,3.28,3.4716,4.0027,4.3233,4.8894,5.2888,5.5584,6.5185,5.9923
1993-11-01,3.1926,3.1926,3.1926,3.2276,3.36,3.5315,4.1244,4.4449,5.0226,5.4226,5.6926,6.5631,6.0218
1993-11-02,3.2027,3.2027,3.2027,3.2389,3.38,3.5919,4.1745,4.5162,5.0832,5.5189,5.7628,6.672,6.026
1993-11-03,3.1725,3.1725,3.1725,3.2087,3.35,3.5619,4.1444,4.486,5.0747,5.4985,5.8187,6.7198,6.0672
1993-11-04,3.1624,3.1624,3.1624,3.1986,3.34,3.5519,4.1447,4.4967,5.0963,5.5316,5.8132,6.7513,6.2305
1993-11-05,3.1422,3.1422,3.1422,3.1878,3.36,3.582,4.2159,4.5573,5.1794,5.6148,5.8965,6.8061,6.2139
1993-11-08,3.1826,3.1826,3.1826,3.2166,3.35,3.5518,4.1446,4.4967,5.1074,5.5543,5.8482,6.8022,6.2507
1993-11-09,3.1926,3.1926,3.1926,3.2273,3.36,3.5416,4.1346,4.4971,5.0856,5.5207,5.777,6.7171,6.1998
1993-11-10,3.2027,3.2027,3.2027,3.2344,3.36,3.5618,4.1855,4.5374,5.1481,5.56,5.8679,6.7897,6.2204
1993-11-12,3.1926,3.1926,3.1926,3.2246,3.35,3.5417,4.1243,4.4764,5.0868,5.4984,5.806,6.7407,6.1509
1993-11-15,3.1926,3.1926,3.1926,3.2267,3.36,3.5618,4.1239,4.5182,5.0843,5.5084,5.8416,6.7748,6.1581
1993-11-16,3.1725,3.1725,3.1725,3.206,3.34,3.562,4.1137,4.4764,5.0428,5.4551,5.814,6.7756,6.1777
1993-11-17,3.1725,3.1725,3.1725,3.2037,3.33,3.552,4.1036,4.4453,5.0558,5.4556,5.8018,6.7806,6.227
1993-11-18,3.1926,3.1926,3.1926,3.2233,3.35,3.5922,4.1643,4.5166,5.1273,5.5393,5.8728,6.8241,6.247
1993-11-19,3.2128,3.2128,3.2128,3.2453,3.38,3.6424,4.2352,4.6085,5.2305,5.6548,6.0011,6.924,6.3647
1993-11-22,3.2229,3.2229,3.2229,3.2579,3.4,3.6523,4.276,4.6387,5.2722,5.7201,6.053,6.9463,6.3648
1993-11-23,3.2027,3.2027,3.2027,3.2359,3.37,3.6021,4.2052,4.5784,5.2112,5.635,5.981,6.8697,6.3192
1993-11-24,3.2027,3.2027,3.2027,3.2334,3.36,3.6022,4.195,4.5682,5.1792,5.6623,6.0065,6.8782,6.3278
1993-11-26,3.1926,3.1926,3.1926,3.2261,3.36,3.582,4.1748,4.548,5.1477,5.6071,5.9392,6.8431,6.2692
1993-11-29,3.2128,3.2128,3.2128,3.2437,3.37,3.6021,4.1846,4.5157,5.149,5.5726,5.9183,6.8041,6.2362
1993-11-30,3.2229,3.2229,3.2229,3.2579,3.4,3.6523,4.2348,4.5766,5.2212,5.6451,5.9911,6.8641,6.2925
1993-12-01,3.2027,3.2027,3.2027,3.2354,3.37,3.6223,4.215,4.5672,5.2114,5.6352,5.981,6.837,6.2934
1993-12-02,3.1926,3.1926,3.1926,3.2251,3.36,3.6224,4.2356,4.5772,5.2325,5.6325,5.9662,6.8076,6.2931
1993-12-03,3.1926,3.1926,3.1926,3.2277,3.37,3.6223,4.2561,4.6187,5.2297,5.6304,5.9517,6.7624,6.2798
1993-12-06,3.1926,3.1926,3.1926,3.2264,3.36,3.5719,4.2058,4.5261,5.1592,5.5357,5.8698,6.6758,6.2002
1993-12-07,3.1725,3.1725,3.1725,3.2102,3.36,3.6022,4.1847,4.5474,5.1689,5.5338,5.8557,6.6794,6.2022
1993-12-08,3.1624,3.1624,3.1624,3.1999,3.35,3.6023,4.1949,4.526,5.1589,5.512,5.8597,6.6806,6.2029
1993-12-09,3.1422,3.1422,3.1422,3.1818,3.34,3.6023,4.1949,4.5155,5.1374,5.4789,5.827,6.6632,6.1853
1993-12-10,3.1322,3.1322,3.1322,3.1736,3.34,3.6225,4.2254,4.5564,5.2005,5.5535,5.8759,6.7168,6.2114
1993-12-13,3.1322,3.1322,3.1322,3.1789,3.36,3.6224,4.2459,4.5874,5.2316,5.6082,5.93,6.7887,6.2512
1993-12-14,3.1221,3.1221,3.1221,3.1682,3.35,3.6325,4.2663,4.6183,5.2735,5.65,5.972,6.8653,6.2932
1993-12-15,3.112,3.112,3.112,3.1585,3.34,3.6124,4.2359,4.609,5.2639,5.6639,5.9849,6.8614,6.2911
1993-12-16,3.112,3.112,3.112,3.1561,3.33,3.6024,4.2464,4.6089,5.2749,5.6748,5.9957,6.8726,6.3248
1993-12-17,3.1019,3.1019,3.1019,3.1463,3.32,3.5823,4.216,4.568,5.2449,5.6326,5.9664,6.8404,6.319
1993-12-20,3.1624,3.1624,3.1624,3.2022,3.36,3.6123,4.2358,4.609,5.2748,5.6511,5.9856,6.8448,6.3253
1993-12-21,3.1523,3.1523,3.1523,3.189,3.34,3.6225,4.2767,4.6076,5.2962,5.6723,6.0068,6.8668,6.3454
1993-12-22,3.1422,3.1422,3.1422,3.1719,3.3,3.5926,4.2055,4.526,5.2031,5.5672,5.8888,6.7618,6.2481
1993-12-23,3.1422,3.1422,3.1422,3.1695,3.29,3.5927,4.1953,4.5158,5.1707,5.5235,5.8711,6.7568,6.2649
1993-12-27,3.1422,3.1422,3.1422,3.1739,3.31,3.6127,4.2154,4.5253,5.1586,5.5235,5.8711,6.7568,6.2886
1993-12-28,3.1422,3.1422,3.1422,3.1767,3.32,3.6025,4.2155,4.5149,5.1703,5.5231,5.8708,6.7566,6.3124
1993-12-29,3.0919,3.0919,3.0919,3.1328,3.3,3.6027,4.2156,4.536,5.1911,5.544,5.8918,6.7785,6.3087
1993-12-30,3.0516,3.0516,3.0516,3.1041,3.31,3.6228,4.2666,4.608,5.2742,5.6388,5.9739,6.8822,6.402
1993-12-31,3.0818,3.0818,3.0818,3.1244,3.3,3.633,4.2664,4.6079,5.2851,5.6378,5.986,6.8935,6.4122
1994-01-03,3.1725,3.1725,3.1725,3.2162,3.39,3.6726,4.3167,4.6899,5.3676,5.7795,6.0747,6.9422,6.463
1994-01-04,3.1624,3.1624,3.1624,3.2038,3.37,3.6526,4.3069,4.6589,5.3366,5.7366,6.0321,6.9145,6.4115
1994-01-05,3.1523,3.1523,3.1523,3.1932,3.36,3.6627,4.3273,4.6898,5.3454,5.7576,6.0531,6.953,6.4446
1994-01-06,3.1322,3.1322,3.1322,3.1703,3.33,3.6529,4.2557,4.6184,5.2847,5.6846,5.9929,6.888,6.4334
1994-01-07,3.0818,3.0818,3.0818,3.1138,3.25,3.5426,4.1041,4.4562,5.0994,5.4989,5.8574,6.7553,6.3317
1994-01-10,3.0717,3.0717,3.0717,3.1062,3.25,3.5325,4.094,4.4356,5.0788,5.4664,5.8253,6.7708,6.3406
1994-01-11,3.0516,3.0516,3.0516,3.0913,3.25,3.5123,4.0944,4.4358,5.0679,5.444,5.8287,6.7554,6.3764
1994-01-12,3.0314,3.0314,3.0314,3.0665,3.21,3.4723,4.0645,4.3847,5.0168,5.3925,5.7513,6.6609,6.2907
1994-01-13,3.0213,3.0213,3.0213,3.0601,3.22,3.5226,4.1456,4.4974,5.1516,5.5157,5.8626,6.7634,6.3644
1994-01-14,3.0415,3.0415,3.0415,3.0775,3.23,3.5528,4.1861,4.5379,5.1924,5.5686,5.9411,6.8095,6.3859
1994-01-18,3.0516,3.0516,3.0516,3.0857,3.23,3.5327,4.1557,4.5075,5.1618,5.5378,5.8972,6.7814,6.3825
1994-01-19,3.0415,3.0415,3.0415,3.0756,3.22,3.5226,4.1354,4.4978,5.1519,5.5396,5.9242,6.806,6.4044
1994-01-20,3.0213,3.0213,3.0213,3.0537,3.19,3.4724,4.0851,4.4368,5.0907,5.4899,5.8737,6.7687,6.3918
1994-01-21,3.0213,3.0213,3.0213,3.058,3.21,3.5025,4.105,4.4674,5.1212,5.4971,5.8945,6.7574,6.4342
1994-01-24,3.0213,3.0213,3.0213,3.0632,3.23,3.5024,4.1049,4.4673,5.1322,5.5079,5.9054,6.7848,6.4334
1994-01-25,3.0012,3.0012,3.0012,3.0476,3.23,3.5125,4.1253,4.4877,5.1527,5.5403,5.9504,6.7976,6.498
1994-01-26,2.9911,2.9911,2.9911,3.0367,3.22,3.5327,4.1454,4.4868,5.163,5.5154,5.9394,6.7857,6.4872
1994-01-27,2.9911,2.9911,2.9911,3.0369,3.22,3.5226,4.1251,4.477,5.109,5.4736,5.8971,6.7096,6.419
1994-01-28,3.0012,3.0012,3.0012,3.0402,3.2,3.4925,4.0949,4.4257,5.0576,5.3986,5.8479,6.6403,6.3549
1994-01-31,3.0616,3.0616,3.0616,3.0985,3.25,3.5325,4.135,4.4659,5.0872,5.4403,5.8641,6.6599,6.3742
1994-02-01,3.112,3.112,3.112,3.1458,3.29,3.6028,4.2157,4.5571,5.168,5.5333,5.9322,6.7498,6.4582
1994-02-02,3.1422,3.1422,3.1422,3.1715,3.3,3.6128,4.2154,4.557,5.1788,5.5323,5.9314,6.7332,6.4199
1994-02-03,3.2128,3.2128,3.2128,3.2411,3.37,3.7334,4.2949,4.6264,5.238,5.5804,5.968,6.7417,6.4325
1994-02-04,3.3136,3.3136,3.3136,3.3463,3.49,3.8434,4.4362,4.7783,5.3907,5.722,6.0984,6.8474,6.4143
1994-02-07,3.3237,3.3237,3.3237,3.3543,3.49,3.8333,4.4261,4.8105,5.4333,5.7524,6.1163,6.8516,6.4206
1994-02-08,3.3338,3.3338,3.3338,3.3664,3.51,3.8634,4.4563,4.8513,5.4522,5.8074,6.1706,6.9069,6.4958
1994-02-09,3.3338,3.3338,3.3338,3.3618,3.49,3.8535,4.4463,4.8307,5.4206,5.7756,6.0617,6.9017,6.5305
1994-02-10,3.3439,3.3439,3.3439,3.3766,3.52,3.8633,4.4666,4.8615,5.4293,5.7846,6.0454,6.9217,6.5709
1994-02-11,3.3439,3.3439,3.3439,3.3746,3.51,3.8432,4.4567,4.8304,5.4094,5.7644,6.0122,6.8887,6.5153
1994-02-14,3.3539,3.3539,3.3539,3.3847,3.52,3.8532,4.4565,4.8408,5.4307,5.7738,6.0348,6.9272,6.5741
1994-02-15,3.3539,3.3539,3.3539,3.3823,3.51,3.8533,4.4565,4.8302,5.4093,5.7643,6.0123,6.9383,6.5807
1994-02-16,3.3539,3.3539,3.3539,3.3845,3.52,3.8633,4.4562,4.8301,5.4203,5.7751,6.0229,6.9329,6.6026
1994-02-17,3.364,3.364,3.364,3.399,3.55,3.8933,4.5173,4.9122,5.5245,5.8794,6.14,7.0205,6.6631
1994-02-18,3.3741,3.3741,3.3741,3.4159,3.59,3.9333,4.5883,4.9726,5.5967,5.9874,6.2339,7.1033,6.7679
1994-02-22,3.4145,3.4145,3.4145,3.4598,3.64,3.9329,4.5881,4.9619,5.575,5.9539,6.1882,7.0747,6.7397
1994-02-23,3.475,3.475,3.475,3.5196,3.7,4.0131,4.6891,5.0523,5.6662,6.0338,6.2689,7.1269,6.7674
1994-02-24,3.4548,3.4548,3.4548,3.5089,3.72,4.0331,4.7401,5.1032,5.7397,6.131,6.3651,7.2267,6.8864
1994-02-25,3.4548,3.4548,3.4548,3.5084,3.72,4.0533,4.7396,5.1135,5.7277,6.1194,6.3538,7.1983,6.8621
1994-02-28,3.4851,3.4851,3.4851,3.532,3.72,4.0331,4.6886,5.0732,5.6758,6.0555,6.2903,7.1491,6.7881
1994-03-01,3.596,3.596,3.596,3.6397,3.82,4.1635,4.8295,5.225,5.8173,6.1981,6.4206,7.2549,6.9183
1994-03-02,3.5658,3.5658,3.5658,3.6115,3.8,4.1536,4.8093,5.2366,5.8173,6.2101,6.4451,7.2611,6.8994
1994-03-03,3.5758,3.5758,3.5758,3.6255,3.83,4.214,4.849,5.2448,5.8708,6.2633,6.498,7.316,6.9505
1994-03-04,3.6364,3.6364,3.6364,3.6811,3.87,4.2642,4.8993,5.327,5.8972,6.279,6.528,7.2961,6.9654
1994-03-07,3.6263,3.6263,3.6263,3.6766,3.88,4.2337,4.8896,5.2853,5.8447,6.2384,6.4611,7.2471,6.9175
1994-03-08,3.6465,3.6465,3.6465,3.696,3.9,4.2841,4.9399,5.3464,5.917,6.2869,6.5236,7.2943,6.9643
1994-03-09,3.6263,3.6263,3.6263,3.6803,3.9,4.2942,4.9809,5.3659,5.9147,6.2852,6.5223,7.3104,6.9511
1994-03-10,3.5859,3.5859,3.5859,3.6491,3.9,4.3043,4.9807,5.3978,5.9798,6.4098,6.6309,7.4059,7.0412
1994-03-11,3.596,3.596,3.596,3.66,3.91,4.284,4.9708,5.3771,5.9703,6.376,6.6109,7.3667,7.0069
1994-03-14,3.6767,3.6767,3.6767,3.7364,3.97,4.3238,5.0109,5.428,6.0213,6.4273,6.6492,7.3751,7.0194
1994-03-15,3.6767,3.6767,3.6767,3.7311,3.95,4.324,5.011,5.4174,5.9884,6.3708,6.6202,7.3589,6.9758
1994-03-16,3.6263,3.6263,3.6263,3.6858,3.92,4.2839,4.9811,5.3767,5.9363,6.2947,6.545,7.2484,6.9035
1994-03-17,3.5658,3.5658,3.5658,3.6398,3.92,4.2839,4.9605,5.3775,5.959,6.3048,6.5422,7.2643,6.8904
1994-03-18,3.5859,3.5859,3.5859,3.6665,3.97,4.3541,5.0515,5.4579,6.0514,6.4214,6.6318,7.3442,6.9673
1994-03-21,3.7171,3.7171,3.7171,3.7779,4.02,4.4143,5.1118,5.5291,6.1116,6.4822,6.6929,7.3743,7.0001
1994-03-22,3.6162,3.6162,3.6162,3.682,3.94,4.3342,5.052,5.4157,5.9985,6.3568,6.581,7.2899,6.9168
1994-03-23,3.5557,3.5557,3.5557,3.6255,3.9,4.3245,5.0215,5.4172,5.9992,6.3334,6.5846,7.307,6.9043
1994-03-24,3.5456,3.5456,3.5456,3.6217,3.92,4.3749,5.1029,5.5411,6.1342,6.5165,6.7264,7.4588,7.0186
