Date,1 Mo,2 Mo,3 Mo,4 Mo,6 Mo,1 Yr,2 Yr,3 Yr,5 Yr,7 Yr,10 Yr,20 Yr,30 Yr
1990-01-02,7.9066,7.9066,7.9066,7.9041,7.89,7.8084,7.8721,7.9038,7.8681,8.0049,7.9429,7.9861,8.0812
1990-01-03,7.9678,7.9678,7.9678,7.9632,7.94,7.8482,7.9433,7.9638,7.9167,8.0665,7.9902,8.027,8.108
1990-01-04,7.9168,7.9168,7.9168,7.9142,7.9,7.8184,7.9238,7.9333,7.9092,8.0459,7.9834,8.0267,8.122
1990-01-05,7.8659,7.8659,7.8659,7.8633,7.85,7.7888,7.9046,7.9463,7.921,8.0572,7.9943,8.0449,8.1562
1990-01-08,7.8659,7.8659,7.8659,7.8695,7.88,7.8086,7.9036,7.9565,7.9197,8.0812,8.0307,8.0796,8.1873
1990-01-09,7.8761,7.8761,7.8761,7.8637,7.82,7.7792,7.9157,7.9462,7.9209,8.0821,8.0313,8.0876,8.2116
1990-01-10,7.8251,7.8251,7.8251,7.8141,7.78,7.7698,7.9165,7.9576,7.9203,8.0198,8.0543,8.1302,8.1932
1990-01-11,7.8761,7.8761,7.8761,7.8582,7.8,7.7694,7.9163,7.9574,7.943,8.0294,8.064,8.1302,8.182
1990-01-12,7.8149,7.8149,7.8149,7.8142,7.81,7.759,7.9375,7.9891,7.9969,8.0946,8.1278,8.1926,8.2439
1990-01-16,7.9678,7.9678,7.9678,7.9736,7.99,7.9186,8.1079,8.1377,8.1117,8.1987,8.2202,8.2662,8.304
1990-01-17,8.0494,8.0494,8.0494,8.0321,7.97,7.9088,8.0979,8.1169,8.1141,8.1879,8.2097,8.2657,8.3154
1990-01-18,8.1208,8.1208,8.1208,8.1119,8.08,8.0494,8.2594,8.2888,8.2738,8.3228,8.3326,8.3595,8.384
1990-01-19,8.08,8.08,8.08,8.0626,8.01,7.9998,8.2095,8.2389,8.2009,8.2508,8.2747,8.3027,8.3212
1990-01-22,8.0698,8.0698,8.0698,8.0498,7.99,7.9798,8.1894,8.2079,8.1933,8.2675,8.2894,8.326,8.3531
1990-01-23,8.0086,8.0086,8.0086,7.9986,7.97,7.97,8.19,8.2083,8.1821,8.2442,8.2806,8.3067,8.3218
1990-01-24,8.0086,8.0086,8.0086,8.0038,7.99,8.0002,8.2099,8.3043,8.287,8.3606,8.4089,8.4319,8.4442
1990-01-25,8.029,8.029,8.029,8.0241,8.01,8.0304,8.2504,8.3338,8.3167,8.4155,8.4488,8.4831,8.5048
1990-01-26,8.0086,8.0086,8.0086,8.0152,8.04,8.0706,8.2905,8.3957,8.3893,8.4751,8.5225,8.5789,8.6163
1990-01-29,8.08,8.08,8.08,8.0826,8.09,8.0798,8.3109,8.4051,8.399,8.4724,8.5342,8.5673,8.5855
1990-01-30,8.08,8.08,8.08,8.0956,8.14,8.089,8.31,8.4046,8.4446,8.4906,8.5394,8.5744,8.5947
1990-01-31,8.08,8.08,8.08,8.093,8.13,8.079,8.2895,8.3732,8.3564,8.4051,8.4553,8.4801,8.4935
1990-02-01,8.1004,8.1004,8.1004,8.1081,8.13,8.0892,8.289,8.362,8.3572,8.3931,8.4439,8.4572,8.4639
1990-02-02,8.1514,8.1514,8.1514,8.1562,8.17,8.1292,8.3815,8.4429,8.4262,8.4751,8.5252,8.5256,8.5259
1990-02-05,8.1616,8.1616,8.1616,8.1664,8.18,8.1494,8.3807,8.4423,8.4488,8.497,8.5604,8.5513,8.5314
1990-02-06,8.1718,8.1718,8.1718,8.1716,8.17,8.1496,8.4329,8.4395,8.5051,8.5384,8.6018,8.6001,8.5965
1990-02-07,8.1616,8.1616,8.1616,8.169,8.19,8.1696,8.432,8.4389,8.5276,8.5474,8.5282,8.5651,8.6463
1990-02-08,8.1616,8.1616,8.1616,8.1664,8.18,8.129,8.3812,8.3992,8.4646,8.4978,8.5061,8.5108,8.5133
1990-02-09,8.1004,8.1004,8.1004,8.0989,8.09,8.0288,8.2598,8.2456,8.3013,8.3601,8.3125,8.3501,8.4328
1990-02-12,8.0698,8.0698,8.0698,8.0802,8.11,8.059,8.3319,8.3279,8.3827,8.4287,8.4092,8.4296,8.4746
1990-02-13,7.9168,7.9168,7.9168,7.9306,7.97,7.9496,8.2221,8.218,8.3075,8.3894,8.3666,8.3925,8.4493
1990-02-14,7.9474,7.9474,7.9474,7.9593,8.0,8.0306,8.2814,8.2776,8.3553,8.3756,8.3709,8.4062,8.4841
1990-02-15,8.0494,8.0494,8.0494,8.0558,8.08,8.1106,8.3615,8.3576,8.4126,8.4587,8.4391,8.4675,8.5299
1990-02-16,8.0188,8.0188,8.0188,8.0308,8.07,8.0904,8.3729,8.3468,8.4249,8.4454,8.4268,8.4558,8.5196
1990-02-20,8.1412,8.1412,8.1412,8.1542,8.2,8.2408,8.5337,8.5291,8.5953,8.6534,8.6323,8.6604,8.7223
1990-02-21,8.0902,8.0902,8.0902,8.1141,8.19,8.2206,8.5138,8.531,8.6189,8.6509,8.6305,8.6592,8.7222
1990-02-22,8.0698,8.0698,8.0698,8.0892,8.15,8.1704,8.4638,8.4918,8.487,8.5984,8.5479,8.5612,8.5905
1990-02-23,8.0086,8.0086,8.0086,8.0284,8.09,8.1104,8.4456,8.4622,8.4804,8.5905,8.5393,8.5601,8.6057
1990-02-26,8.0494,8.0494,8.0494,8.0593,8.09,8.1002,8.3936,8.4108,8.4064,8.5178,8.4676,8.4886,8.535
1990-02-27,8.0698,8.0698,8.0698,8.0776,8.1,8.0592,8.353,8.3487,8.3452,8.4567,8.4208,8.4486,8.5097
1990-02-28,8.1208,8.1208,8.1208,8.1258,8.14,8.1196,8.445,8.4617,8.4455,8.5698,8.5189,8.5397,8.5855
1990-03-01,8.1616,8.1616,8.1616,8.1679,8.19,8.2104,8.5457,8.5404,8.5363,8.648,8.5975,8.6111,8.6408
1990-03-02,8.1004,8.1004,8.1004,8.1157,8.17,8.221,8.4928,8.5102,8.5061,8.5926,8.5438,8.5505,8.5652
1990-03-05,8.1718,8.1718,8.1718,8.1948,8.27,8.3108,8.562,8.6015,8.5853,8.7229,8.6568,8.6627,8.6756
1990-03-06,8.2534,8.2534,8.2534,8.25,8.24,8.3115,8.5515,8.5694,8.5772,8.6633,8.5863,8.5874,8.5898
1990-03-07,8.2636,8.2636,8.2636,8.2523,8.22,8.2915,8.5524,8.5591,8.567,8.6532,8.5763,8.5774,8.5798
1990-03-08,8.2636,8.2636,8.2636,8.2575,8.24,8.3523,8.6021,8.5871,8.5729,8.6351,8.5607,8.5526,8.5488
1990-03-09,8.3453,8.3453,8.3453,8.3413,8.33,8.4628,8.7439,8.7172,8.6801,8.718,8.6315,8.6153,8.6074
1990-03-12,8.3453,8.3453,8.3453,8.3413,8.33,8.4423,8.7237,8.7081,8.6705,8.7083,8.6079,8.6059,8.605
1990-03-13,8.3453,8.3453,8.3453,8.3439,8.34,8.483,8.785,8.78,8.7529,8.7901,8.7168,8.7104,8.7074
1990-03-14,8.3147,8.3147,8.3147,8.3135,8.31,8.4121,8.7042,8.7104,8.6715,8.7216,8.6338,8.5922,8.5699
1990-03-15,8.2943,8.2943,8.2943,8.2985,8.32,8.4119,8.7251,8.709,8.694,8.7435,8.6412,8.6127,8.5984
1990-03-16,8.2738,8.2738,8.2738,8.2764,8.29,8.3615,8.6539,8.6273,8.613,8.65,8.5769,8.5344,8.5107
1990-03-19,8.3045,8.3045,8.3045,8.307,8.32,8.3813,8.6949,8.668,8.6534,8.6651,8.5655,8.516,8.4893
1990-03-20,8.3351,8.3351,8.3351,8.3378,8.35,8.3806,8.6949,8.6569,8.6086,8.6216,8.5093,8.4395,8.4002
1990-03-21,8.3147,8.3147,8.3147,8.3194,8.34,8.391,8.7049,8.6669,8.6186,8.6316,8.5192,8.438,8.3909
1990-03-22,8.2534,8.2534,8.2534,8.2562,8.27,8.321,8.6348,8.6078,8.5591,8.6224,8.5069,8.4688,8.4492
1990-03-23,8.233,8.233,8.233,8.2386,8.26,8.2906,8.6258,8.5985,8.538,8.6016,8.5003,8.4607,8.44
1990-03-26,8.2126,8.2126,8.2126,8.2288,8.28,8.3004,8.6253,8.5981,8.5149,8.5919,8.4906,8.4509,8.4302
1990-03-27,8.2534,8.2534,8.2534,8.2631,8.3,8.351,8.6019,8.6088,8.5476,8.5987,8.4983,8.4597,8.4395
1990-03-28,8.2024,8.2024,8.2024,8.2168,8.27,8.3312,8.582,8.6106,8.5257,8.5899,8.4892,8.4502,8.4298
1990-03-29,8.182,8.182,8.182,8.2031,8.28,8.3617,8.6332,8.6614,8.5991,8.6751,8.5865,8.568,8.5589
1990-03-30,8.1514,8.1514,8.1514,8.1693,8.24,8.3523,8.6549,8.7044,8.6524,8.7149,8.6402,8.6199,8.6097
1990-04-02,8.131,8.131,8.131,8.1514,8.23,8.3423,8.6344,8.684,8.6553,8.7043,8.6438,8.6219,8.6105
1990-04-03,8.1718,8.1718,8.1718,8.1884,8.25,8.3215,8.6246,8.6633,8.6464,8.7077,8.6182,8.5988,8.5893
1990-04-04,8.0902,8.0902,8.0902,8.1063,8.17,8.2721,8.5537,8.6036,8.5635,8.6382,8.5348,8.505,8.4899
1990-04-05,8.1004,8.1004,8.1004,8.1164,8.18,8.2821,8.5533,8.6142,8.5738,8.6484,8.5587,8.5034,8.4724
1990-04-06,8.1004,8.1004,8.1004,8.1118,8.16,8.2621,8.5333,8.5941,8.5538,8.6284,8.5527,8.5076,8.4824
1990-04-09,8.1718,8.1718,8.1718,8.1839,8.23,8.2912,8.5527,8.6137,8.5851,8.672,8.5811,8.5364,8.5122
1990-04-10,8.131,8.131,8.131,8.1475,8.21,8.2917,8.5527,8.6028,8.5861,8.6728,8.5957,8.5608,8.5422
1990-04-11,8.1106,8.1106,8.1106,8.1296,8.2,8.2817,8.5742,8.6348,8.6057,8.6419,8.6382,8.5913,8.513
1990-04-12,8.1004,8.1004,8.1004,8.1216,8.2,8.2919,8.5843,8.6448,8.6273,8.6631,8.6448,8.5988,8.5582
1990-04-16,8.0902,8.0902,8.0902,8.1084,8.18,8.2923,8.6263,8.6753,8.6576,8.706,8.6868,8.6396,8.5984
1990-04-17,8.1106,8.1106,8.1106,8.1346,8.23,8.3831,8.7167,8.7656,8.7362,8.7978,8.778,8.74,8.7102
1990-04-18,8.1616,8.1616,8.1616,8.189,8.3,8.494,8.8062,8.8553,8.8491,8.8974,8.8637,8.8493,8.8417
1990-04-19,8.1412,8.1412,8.1412,8.169,8.28,8.4638,8.8286,8.877,8.8469,8.8958,8.8767,8.8612,8.852
1990-04-20,8.029,8.029,8.029,8.0735,8.24,8.4442,8.8403,8.899,8.8913,8.9773,8.9688,8.9393,8.9091
1990-04-23,8.08,8.08,8.08,8.1295,8.31,8.504,8.8897,8.9268,8.9316,8.992,8.9993,8.977,8.9281
1990-04-24,8.1106,8.1106,8.1106,8.1649,8.36,8.5541,8.94,8.9989,8.968,9.0295,9.0092,8.9808,8.9611
1990-04-25,8.1412,8.1412,8.1412,8.1986,8.4,8.5736,8.9704,9.0292,9.0098,9.0453,9.0119,8.9743,8.9497
1990-04-26,8.1718,8.1718,8.1718,8.2333,8.45,8.6441,9.0514,9.1318,9.0997,9.1097,9.0638,9.0289,9.0085
1990-04-27,8.131,8.131,8.131,8.1852,8.38,8.5741,9.0023,9.0933,9.0722,9.1071,9.059,9.0339,9.0203
1990-04-30,8.1514,8.1514,8.1514,8.2177,8.44,8.583,8.9805,9.0721,9.0515,9.0737,9.0408,8.9922,8.9577
1990-05-01,8.2738,8.2738,8.2738,8.3253,8.49,8.5615,9.0443,9.1128,9.0919,9.1013,9.0833,9.0362,8.9939
1990-05-02,8.2534,8.2534,8.2534,8.3066,8.49,8.633,9.0725,9.1306,9.1106,9.1332,9.086,9.0382,9.008
1990-05-03,8.233,8.233,8.233,8.2801,8.45,8.6237,8.9996,9.0696,9.05,9.0599,9.0423,8.986,8.9305
1990-05-04,8.1004,8.1004,8.1004,8.1307,8.25,8.4338,8.7147,8.7862,8.8143,8.848,8.8564,8.8434,8.8147
1990-05-07,8.1718,8.1718,8.1718,8.188,8.26,8.4438,8.7562,8.8381,8.8424,8.877,8.8857,8.8648,8.8187
1990-05-08,8.1412,8.1412,8.1412,8.1553,8.22,8.4038,8.695,8.7446,8.808,8.8531,8.86,8.8299,8.7635
1990-05-09,8.0902,8.0902,8.0902,8.1108,8.2,8.4042,8.7686,8.8062,8.8924,8.9489,8.8835,8.8987,8.9324
1990-05-10,8.0494,8.0494,8.0494,8.0684,8.15,8.3338,8.7088,8.7463,8.8208,8.8903,8.8245,8.8096,8.8022
1990-05-11,7.9576,7.9576,7.9576,7.9727,8.04,8.2135,8.5674,8.5943,8.6579,8.7027,8.6398,8.6398,8.64
1990-05-14,7.9678,7.9678,7.9678,7.9858,8.06,8.2029,8.5257,8.5532,8.6171,8.6622,8.6132,8.5755,8.5533
1990-05-15,7.9882,7.9882,7.9882,8.0084,8.09,8.2329,8.5558,8.5942,8.6577,8.7026,8.6534,8.6155,8.5931
1990-05-16,8.0086,8.0086,8.0086,8.0241,8.09,8.2329,8.5559,8.6052,8.6798,8.7367,8.6861,8.6354,8.6035
1990-05-17,8.0086,8.0086,8.0086,8.0264,8.1,8.2429,8.5763,8.6146,8.7126,8.7561,8.6916,8.6423,8.6132
1990-05-18,8.0902,8.0902,8.0902,8.1029,8.16,8.3131,8.6467,8.7066,8.7576,8.8154,8.7509,8.6901,8.6525
1990-05-21,8.1004,8.1004,8.1004,8.1159,8.18,8.3025,8.6259,8.6752,8.7612,8.7927,8.7432,8.6824,8.6418
1990-05-22,8.0698,8.0698,8.0698,8.0958,8.18,8.2208,8.5559,8.5943,8.6807,8.7122,8.649,8.601,8.5729
1990-05-23,7.9882,7.9882,7.9882,8.0162,8.11,8.1712,8.5269,8.5649,8.628,8.6728,8.6097,8.5851,8.5723
1990-05-24,8.029,8.029,8.029,8.0501,8.12,8.1608,8.5168,8.5548,8.5951,8.6913,8.6394,8.5988,8.5747
1990-05-25,8.0902,8.0902,8.0902,8.1105,8.18,8.231,8.5451,8.6054,8.6223,8.745,8.706,8.6743,8.6554
1990-05-29,8.1004,8.1004,8.1004,8.1153,8.17,8.2312,8.5345,8.5841,8.6015,8.7117,8.6738,8.6431,8.6249
1990-05-30,8.1106,8.1106,8.1106,8.1053,8.09,8.2023,8.4942,8.5548,8.5719,8.6819,8.63,8.6008,8.5846
1990-05-31,8.0902,8.0902,8.0902,8.0951,8.12,8.2221,8.514,8.542,8.5719,8.669,8.604,8.5774,8.5634
1990-06-01,8.0188,8.0188,8.0188,8.0165,8.01,8.061,8.3431,8.3713,8.3898,8.4998,8.4489,8.4324,8.424
1990-06-04,8.0392,8.0392,8.0392,8.0368,8.03,8.0708,8.3217,8.3722,8.4018,8.4985,8.448,8.4319,8.4237
1990-06-05,8.0392,8.0392,8.0392,8.0368,8.03,8.0912,8.3522,8.3917,8.4331,8.542,8.4764,8.461,8.4534
1990-06-06,8.0392,8.0392,8.0392,8.0342,8.02,8.0914,8.3524,8.4135,8.4426,8.5392,8.4606,8.4357,8.4231
1990-06-07,8.0392,8.0392,8.0392,8.0316,8.01,8.0712,8.3532,8.3923,8.4219,8.5186,8.4679,8.4285,8.4052
1990-06-08,8.0392,8.0392,8.0392,8.0368,8.03,8.0708,8.3427,8.3929,8.4338,8.5425,8.4628,8.4369,8.4237
1990-06-11,8.0698,8.0698,8.0698,8.0698,8.07,8.0904,8.3733,8.4232,8.4409,8.5508,8.4854,8.4467,8.425
1990-06-12,8.0698,8.0698,8.0698,8.0647,8.05,8.0908,8.3733,8.4341,8.4514,8.5486,8.4839,8.4458,8.4246
1990-06-13,8.0086,8.0086,8.0086,8.0038,7.99,8.0206,8.2822,8.3324,8.3619,8.4711,8.406,8.3908,8.3833
1990-06-14,7.9984,7.9984,7.9984,7.9936,7.98,8.0004,8.2516,8.3021,8.3317,8.4408,8.3896,8.3611,8.3453
1990-06-15,8.029,8.029,8.029,8.0313,8.04,8.0502,8.3436,8.3826,8.4236,8.5198,8.4687,8.4289,8.4054
1990-06-18,8.0086,8.0086,8.0086,8.0194,8.06,8.111,8.4037,8.4318,8.4616,8.5586,8.5078,8.4683,8.445
1990-06-19,8.08,8.08,8.08,8.0774,8.07,8.1516,8.4229,8.4621,8.4803,8.5778,8.5133,8.4754,8.4543
1990-06-20,8.1106,8.1106,8.1106,8.1001,8.07,8.1618,8.4434,8.4716,8.5247,8.6207,8.5552,8.5163,8.4946
1990-06-21,8.1106,8.1106,8.1106,8.1027,8.08,8.1412,8.4232,8.4515,8.4931,8.6022,8.5224,8.4966,8.4834
1990-06-22,8.1208,8.1208,8.1208,8.1024,8.05,8.1214,8.4137,8.4418,8.4717,8.5812,8.5157,8.4885,8.4742
1990-06-25,8.131,8.131,8.131,8.1204,8.09,8.192,8.463,8.4914,8.5446,8.6533,8.587,8.5591,8.5443
1990-06-26,8.1514,8.1514,8.1514,8.1433,8.12,8.1914,8.4212,8.5045,8.5217,8.6189,8.5679,8.5282,8.5047
1990-06-27,8.131,8.131,8.131,8.123,8.1,8.1408,8.3814,8.4429,8.4838,8.5927,8.5266,8.4872,8.4651
1990-06-28,8.08,8.08,8.08,8.067,8.03,8.0708,8.3218,8.3831,8.4239,8.5452,8.4785,8.4501,8.4351
1990-06-29,8.08,8.08,8.08,8.0644,8.02,8.0506,8.2494,8.3332,8.3624,8.4966,8.4435,8.4131,8.3962
1990-07-02,8.08,8.08,8.08,8.067,8.03,8.0606,8.2594,8.3323,8.3619,8.4962,8.4433,8.4129,8.3961
1990-07-03,8.0392,8.0392,8.0392,8.029,8.0,8.0102,8.2094,8.2932,8.3339,8.48,8.4122,8.4063,8.4036
1990-07-05,7.9984,7.9984,7.9984,7.9936,7.98,8.0208,8.2299,8.3244,8.3531,8.4871,8.434,8.4273,8.4241
1990-07-06,8.0902,8.0902,8.0902,8.0876,8.08,8.1412,8.3292,8.424,8.4529,8.6,8.518,8.5141,8.5124
1990-07-09,8.1412,8.1412,8.1412,8.1409,8.14,8.191,8.4001,8.4729,8.5023,8.6371,8.5836,8.5528,8.5357
1990-07-10,8.1514,8.1514,8.1514,8.1548,8.17,8.2108,8.4096,8.4935,8.5111,8.6464,8.5793,8.5624,8.554
1990-07-11,8.131,8.131,8.131,8.1347,8.15,8.1806,8.411,8.4726,8.5021,8.6116,8.5879,8.5676,8.5554
1990-07-12,8.0188,8.0188,8.0188,8.0087,7.98,7.98,8.211,8.327,8.3891,8.5338,8.5345,8.5242,8.5016
1990-07-13,7.927,7.927,7.927,7.9236,7.91,7.8896,8.1417,8.2683,8.3412,8.4726,8.4871,8.4838,8.4766
1990-07-16,7.9372,7.9372,7.9372,7.9313,7.91,7.8896,8.1626,8.278,8.3281,8.473,8.4739,8.4804,8.4897
1990-07-17,7.9474,7.9474,7.9474,7.9393,7.91,7.8794,8.142,8.2467,8.3203,8.4645,8.4785,8.4849,8.4883
1990-07-18,7.8761,7.8761,7.8761,7.8771,7.88,7.8698,8.1427,8.2581,8.3657,8.521,8.547,8.5845,8.6111
1990-07-19,7.8659,7.8659,7.8659,7.8617,7.85,7.8704,8.1427,8.2472,8.3552,8.5234,8.5623,8.5986,8.6211
1990-07-20,7.8659,7.8659,7.8659,7.8592,7.84,7.84,8.0917,8.1965,8.3047,8.4856,8.5375,8.5836,8.6117
1990-07-23,7.8047,7.8047,7.8047,7.7983,7.78,7.8106,8.0617,8.1883,8.3072,8.4873,8.5387,8.5843,8.612
1990-07-24,7.8557,7.8557,7.8557,7.8464,7.82,7.8812,8.1319,8.2694,8.3764,8.5319,8.585,8.6325,8.6615
1990-07-25,7.8862,7.8862,7.8862,7.8768,7.85,7.8704,8.0904,8.261,8.3329,8.4894,8.5432,8.5913,8.6206
1990-07-26,7.9066,7.9066,7.9066,7.8945,7.86,7.9008,8.089,8.2601,8.3323,8.5015,8.5409,8.5778,8.6006
1990-07-27,7.8455,7.8455,7.8455,7.8311,7.79,7.8002,8.0098,8.1697,8.2762,8.4063,8.4745,8.5221,8.5496
1990-07-30,7.8149,7.8149,7.8149,7.7955,7.74,7.7502,7.9387,8.0661,8.1627,8.331,8.3975,8.4433,8.4696
1990-07-31,7.8149,7.8149,7.8149,7.7903,7.72,7.72,7.9192,8.0573,8.1534,8.3343,8.4272,8.4693,8.4917
1990-08-01,7.7435,7.7435,7.7435,7.7206,7.65,7.6296,7.8603,7.9762,8.084,8.2519,8.3589,8.412,8.4407
1990-08-02,7.7537,7.7537,7.7537,7.732,7.67,7.7006,7.9096,8.0476,8.1779,8.3577,8.491,8.515,8.5266
1990-08-03,7.5907,7.5907,7.5907,7.5801,7.55,7.5602,7.8011,8.0037,8.143,8.3968,8.525,8.628,8.6893
1990-08-06,7.6111,7.6111,7.6111,7.6056,7.59,7.6308,7.9131,8.1372,8.3331,8.6493,8.8424,8.9212,8.9627
1990-08-07,7.6824,7.6824,7.6824,7.6935,7.73,7.7504,8.0541,8.2128,8.4571,8.7471,8.8992,8.946,8.9698
1990-08-08,7.6926,7.6926,7.6926,7.6919,7.69,7.7308,8.0341,8.2146,8.4811,8.7445,8.8835,8.9581,8.999
1990-08-09,7.7333,7.7333,7.7333,7.7221,7.69,7.7206,8.0031,8.1511,8.3727,8.6376,8.7639,8.829,8.8644
1990-08-10,7.713,7.713,7.713,7.7051,7.68,7.6698,7.9635,8.144,8.3989,8.6748,8.7854,8.8742,8.9271
1990-08-13,7.7333,7.7333,7.7333,7.7268,7.7,7.649,7.9535,8.1014,8.4152,8.6895,8.8269,8.9242,8.9805
1990-08-14,7.7537,7.7537,7.7537,7.7465,7.72,7.6894,7.9518,8.1002,8.3912,8.6409,8.7666,8.8673,8.9273
1990-08-15,7.7741,7.7741,7.7741,7.7651,7.73,7.679,7.9521,8.1004,8.3797,8.6297,8.7417,8.8438,8.9064
1990-08-16,7.8047,7.8047,7.8047,7.8113,7.83,7.8096,8.1036,8.2516,8.4964,8.7357,8.8637,9.0034,9.0936
1990-08-17,7.7945,7.7945,7.7945,7.8011,7.82,7.7996,8.1251,8.2945,8.5381,8.7646,8.9071,9.0346,9.1126
1990-08-20,7.8455,7.8455,7.8455,7.8466,7.85,7.8398,8.1442,8.303,8.5474,8.7868,8.9144,9.0057,9.0586
1990-08-21,7.9066,7.9066,7.9066,7.8997,7.88,7.9004,8.2043,8.3413,8.6097,8.8232,8.938,9.0196,9.0669
1990-08-22,7.927,7.927,7.927,7.9226,7.91,7.9406,8.2758,8.4015,8.6703,8.8841,9.0133,9.1187,9.1817
1990-08-23,7.8659,7.8659,7.8659,7.8742,7.91,7.9916,8.2737,8.4658,8.7443,8.9703,9.1123,9.2027,9.2538
1990-08-24,7.8149,7.8149,7.8149,7.828,7.88,7.9616,8.3382,8.5288,8.8065,9.0322,9.1599,9.2642,9.3266
1990-08-27,7.8557,7.8557,7.8557,7.8646,7.89,7.89,8.2259,8.3624,8.6654,8.8903,9.0036,9.1081,9.1725
1990-08-28,7.8047,7.8047,7.8047,7.8182,7.87,7.9414,8.2446,8.4472,8.7249,8.9375,9.0379,9.1568,9.2354
1990-08-29,7.7945,7.7945,7.7945,7.8056,7.84,7.8502,8.1754,8.3556,8.5645,8.843,8.941,9.033,9.0899
1990-08-30,7.7741,7.7741,7.7741,7.7794,7.8,7.8306,8.1344,8.3368,8.5683,8.8712,8.967,9.0687,9.1338
1990-08-31,7.7028,7.7028,7.7028,7.7112,7.74,7.7604,8.0853,8.2873,8.5532,8.8801,8.9734,9.0844,9.1578
1990-09-04,7.713,7.713,7.713,7.7219,7.75,7.7602,8.1063,8.308,8.5854,8.9121,9.019,9.129,9.1988
1990-09-05,7.6824,7.6824,7.6824,7.6881,7.71,7.7406,8.0547,8.2569,8.5229,8.8627,8.9832,9.0792,9.1361
1990-09-06,7.6926,7.6926,7.6926,7.6959,7.71,7.7406,8.0757,8.2666,8.5213,8.8613,8.9541,9.0524,9.1153
1990-09-07,7.7028,7.7028,7.7028,7.7098,7.73,7.73,8.0552,8.2463,8.5009,8.828,8.9215,9.0085,9.0622
1990-09-10,7.7537,7.7537,7.7537,7.7547,7.76,7.7906,8.1047,8.2851,8.5519,8.8537,8.9628,9.0748,9.1458
1990-09-11,7.7435,7.7435,7.7435,7.7463,7.76,7.811,8.1143,8.2948,8.527,8.8301,8.9401,9.053,9.1246
1990-09-12,7.6824,7.6824,7.6824,7.6854,7.7,7.751,8.0648,8.2887,8.4961,8.8249,8.9336,9.0569,9.1374
1990-09-13,7.662,7.662,7.662,7.6589,7.65,7.701,8.0251,8.2161,8.4939,8.8203,8.9414,9.0622,9.1382
1990-09-14,7.662,7.662,7.662,7.6537,7.63,7.7217,8.0453,8.2582,8.5352,8.8618,8.9968,9.1167,9.1899
1990-09-17,7.6824,7.6824,7.6824,7.6766,7.66,7.7314,8.0657,8.2566,8.5461,8.8981,9.0316,9.1746,9.2664
1990-09-18,7.6824,7.6824,7.6824,7.6766,7.66,7.7314,8.0447,8.2469,8.5361,8.8881,9.0357,9.1653,9.2441
1990-09-19,7.713,7.713,7.713,7.707,7.69,7.7919,8.0944,8.264,8.5662,8.8923,8.9992,9.121,9.2006
1990-09-20,7.7028,7.7028,7.7028,7.7074,7.73,7.8116,8.1144,8.2949,8.5852,8.912,9.0332,9.1546,9.231
1990-09-21,7.6722,7.6722,7.6722,7.6795,7.71,7.7712,8.1373,8.3388,8.6393,8.9914,9.1244,9.2428,9.3151
1990-09-24,7.7028,7.7028,7.7028,7.7118,7.75,7.8316,8.2288,8.4081,8.6978,9.038,9.1723,9.2924,9.3658
1990-09-25,7.662,7.662,7.662,7.6885,7.78,7.8514,8.1965,8.4312,8.6961,9.0239,9.1451,9.2549,9.3221
1990-09-26,7.6416,7.6416,7.6416,7.6622,7.74,7.842,8.1761,8.4109,8.6875,9.0146,9.1214,9.2441,9.3244
1990-09-27,7.5398,7.5398,7.5398,7.5533,7.61,7.7221,8.0664,8.3117,8.576,8.9282,9.0335,9.1539,9.2326
1990-09-28,7.4379,7.4379,7.4379,7.4579,7.54,7.6929,8.0364,8.2162,8.5287,8.8408,8.9338,9.0559,9.1393
1990-10-01,7.4379,7.4379,7.4379,7.4569,7.53,7.6319,7.9551,8.146,8.4349,8.7345,8.8148,8.9262,9.0037
1990-10-02,7.4786,7.4786,7.4786,7.494,7.55,7.6111,7.9349,8.1259,8.4031,8.7031,8.7978,8.9322,9.0265
1990-10-03,7.4481,7.4481,7.4481,7.4669,7.53,7.5708,7.8949,8.1185,8.3831,8.7087,8.8296,8.9496,9.0249
1990-10-04,7.4277,7.4277,7.4277,7.4462,7.51,7.5609,7.8848,8.0648,8.354,8.6914,8.7835,8.9035,8.9853
1990-10-05,7.3361,7.3361,7.3361,7.3591,7.44,7.5113,7.8243,8.0262,8.326,8.6501,8.7703,8.8891,8.9636
1990-10-09,7.4786,7.4786,7.4786,7.5014,7.58,7.6411,7.9546,8.1675,8.4908,8.8407,8.9589,9.0888,9.1727
1990-10-10,7.5092,7.5092,7.5092,7.5303,7.6,7.6408,8.007,8.2193,8.5537,8.9034,9.0212,9.1388,9.2128
1990-10-11,7.4175,7.4175,7.4175,7.437,7.51,7.6017,8.009,8.2534,8.5746,8.9118,9.0585,9.1997,9.2876
1990-10-12,7.4379,7.4379,7.4379,7.4555,7.52,7.5913,7.957,8.1909,8.5011,8.8131,8.9757,9.0923,9.16
1990-10-15,7.4685,7.4685,7.4685,7.4908,7.56,7.5804,7.9364,8.1596,8.4471,8.7852,8.9329,9.0621,9.1406
1990-10-16,7.4583,7.4583,7.4583,7.4898,7.58,7.58,7.9365,8.1596,8.4471,8.7724,8.9208,9.0508,9.1297
1990-10-17,7.5092,7.5092,7.5092,7.5294,7.59,7.6002,7.9355,8.148,8.4245,8.7376,8.887,8.9934,9.0549
